Mean MAP,Std MAP,Mean NDCG10,Std NDCG10,Mean num_rel,Std num_rel,Mean num_rel_ret,Std num_rel_ret
0.07369,0.02431,0.03398,0.00818,53.4,4.40908,3.8,1.32665
